sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"DUSP5","Approved symbol","DUSP5","dual specificity phosphatase 5","HGNC:3071","10q25.2"
"PADI3","Approved symbol","PADI3","peptidyl arginine deiminase 3","HGNC:18337","1p36.13"
"FBP1","Approved symbol","FBP1","fructose-bisphosphatase 1","HGNC:3606","9q22.32"
"13CDNA73","Alias symbol","FRY","FRY microtubule binding protein","HGNC:20367","13q13.1"
"PHLDA2","Approved symbol","PHLDA2","pleckstrin homology like domain family A member 2","HGNC:12385","11p15.4"
"RAB15","Approved symbol","RAB15","RAB15, member RAS oncogene family","HGNC:20150","14q23.3"
"CDCP1","Approved symbol","CDCP1","CUB domain containing protein 1","HGNC:24357","3p21.31"
"GOLGA1","Approved symbol","GOLGA1","golgin A1","HGNC:4424","9q33.3"
"KIAA0436","Alias symbol","PREPL","prolyl endopeptidase like","HGNC:30228","2p21"
"CS","Approved symbol","CS","citrate synthase","HGNC:2422","12q13.3"
"ZPBP","Approved symbol","ZPBP","zona pellucida binding protein","HGNC:15662","7p12.2"
"ATP7B","Approved symbol","ATP7B","ATPase copper transporting beta","HGNC:870","13q14.3"
"FYCO1","Approved symbol","FYCO1","FYVE and coiled-coil domain autophagy adaptor 1","HGNC:14673","3p21.31"
"SYNJ2BP","Approved symbol","SYNJ2BP","synaptojanin 2 binding protein","HGNC:18955","14q24.2"
"FLJ21963","Alias symbol","ACSS3","acyl-CoA synthetase short chain family member 3","HGNC:24723","12q21.31"
"NQO2","Approved symbol","NQO2","N-ribosyldihydronicotinamide:quinone reductase 2","HGNC:7856","6p25.2"
"CETN2","Approved symbol","CETN2","centrin 2","HGNC:1867","Xq28"
"RDH11","Approved symbol","RDH11","retinol dehydrogenase 11","HGNC:17964","14q24.1"
"SLC15A2","Approved symbol","SLC15A2","solute carrier family 15 member 2","HGNC:10921","3q13.33"
"PPP2CA","Approved symbol","PPP2CA","protein phosphatase 2 catalytic subunit alpha","HGNC:9299","5q31.1"
"FLN29","Alias symbol","TRAFD1","TRAF-type zinc finger domain containing 1","HGNC:24808","12q24.13"
"FLJ20323","Alias symbol","MIOS","meiosis regulator for oocyte development","HGNC:21905","7p21.3"
"INSIG2","Approved symbol","INSIG2","insulin induced gene 2","HGNC:20452","2q14.1-q14.2"
"ARHI","Previous symbol","DIRAS3","DIRAS family GTPase 3","HGNC:687","1p31.3"
"HSPA5BP1","Previous symbol","TMEM132A","transmembrane protein 132A","HGNC:31092","11q12.2"
"COPS8","Approved symbol","COPS8","COP9 signalosome subunit 8","HGNC:24335","2q37.3"
"STX1A","Approved symbol","STX1A","syntaxin 1A","HGNC:11433","7q11.23"
"IFNGR1","Approved symbol","IFNGR1","interferon gamma receptor 1","HGNC:5439","6q23.3"
"CYP4B1","Approved symbol","CYP4B1","cytochrome P450 family 4 subfamily B member 1","HGNC:2644","1p33"
"FLJ20315","Alias symbol","RNF43","ring finger protein 43","HGNC:18505","17q22"
"CCNG1","Approved symbol","CCNG1","cyclin G1","HGNC:1592","5q34"
"CTNND1","Approved symbol","CTNND1","catenin delta 1","HGNC:2515","11q12.1"
"SWAP70","Approved symbol","SWAP70","switching B cell complex subunit SWAP70","HGNC:17070","11p15.4"
"PITPNC1","Approved symbol","PITPNC1","phosphatidylinositol transfer protein cytoplasmic 1","HGNC:21045","17q24.2"
"PON2","Approved symbol","PON2","paraoxonase 2","HGNC:9205","7q21.3"
"EPHB4","Approved symbol","EPHB4","EPH receptor B4","HGNC:3395","7q22.1"
"OSBPL2","Approved symbol","OSBPL2","oxysterol binding protein like 2","HGNC:15761","20q13.33"
"TUBB2","Previous symbol","TUBB2A","tubulin beta 2A class IIa","HGNC:12412","6p25.2"
"MYCBP","Approved symbol","MYCBP","MYC binding protein","HGNC:7554","1p34.3"
"NESG1","Alias symbol","CFAP45","cilia and flagella associated protein 45","HGNC:17229","1q23.2"
"""NANS""","Unmatched","","","",""
"TNFAIP9","Previous symbol","STEAP4","STEAP4 metalloreductase","HGNC:21923","7q21.12"
"NR2F1","Approved symbol","NR2F1","nuclear receptor subfamily 2 group F member 1","HGNC:7975","5q15"
"STAT4","Approved symbol","STAT4","signal transducer and activator of transcription 4","HGNC:11365","2q32.2-q32.3"
"KDELR2","Approved symbol","KDELR2","KDEL endoplasmic reticulum protein retention receptor 2","HGNC:6305","7p22.1"
"GSTM3","Approved symbol","GSTM3","glutathione S-transferase mu 3","HGNC:4635","1p13.3"
"NQO1","Approved symbol","NQO1","NAD(P)H quinone dehydrogenase 1","HGNC:2874","16q22.1"
"HES1","Approved symbol","HES1","hes family bHLH transcription factor 1","HGNC:5192","3q29"
"HES1","Alias symbol","GATD3","glutamine amidotransferase class 1 domain containing 3","HGNC:1273","21q22.3"
"GGCX","Approved symbol","GGCX","gamma-glutamyl carboxylase","HGNC:4247","2p11.2"
"F7","Approved symbol","F7","coagulation factor VII","HGNC:3544","13q34"
"TMPRSS4","Approved symbol","TMPRSS4","transmembrane serine protease 4","HGNC:11878","11q23.3"
"ATP6V1D","Approved symbol","ATP6V1D","ATPase H+ transporting V1 subunit D","HGNC:13527","14q23.3"
"NDUFS6","Approved symbol","NDUFS6","NADH:ubiquinone oxidoreductase subunit S6","HGNC:7713","5p15.33"
"AFP","Approved symbol","AFP","alpha fetoprotein","HGNC:317","4q13.3"
"PLEK2","Approved symbol","PLEK2","pleckstrin 2","HGNC:19238","14q23.3-q24.1"
"PPIC","Approved symbol","PPIC","peptidylprolyl isomerase C","HGNC:9256","5q23.2"
"KRT20","Approved symbol","KRT20","keratin 20","HGNC:20412","17q21.2"
"ARPC3","Approved symbol","ARPC3","actin related protein 2/3 complex subunit 3","HGNC:706","12q24.11"
"PSMD3","Approved symbol","PSMD3","proteasome 26S subunit, non-ATPase 3","HGNC:9560","17q21.1"
"VNN2","Approved symbol","VNN2","vanin 2","HGNC:12706","6q23.2"
"TMSB10","Approved symbol","TMSB10","thymosin beta 10","HGNC:11879","2p11.2"
"CALML5","Approved symbol","CALML5","calmodulin like 5","HGNC:18180","10p15.1"
"HRI","Alias symbol","EIF2AK1","eukaryotic translation initiation factor 2 alpha kinase 1","HGNC:24921","7p22.1"
"GOLPH2","Previous symbol","GOLM1","golgi membrane protein 1","HGNC:15451","9q21.33"
"HT008","Alias symbol","TEX2","testis expressed 2","HGNC:30884","17q23.3"
"UGT2B17","Approved symbol","UGT2B17","UDP glucuronosyltransferase family 2 member B17","HGNC:12547","4q13.2"
"ALAD","Approved symbol","ALAD","aminolevulinate dehydratase","HGNC:395","9q32"
"TACC2","Approved symbol","TACC2","transforming acidic coiled-coil containing protein 2","HGNC:11523","10q26.13"
"HIG2","Alias symbol","HILPDA","hypoxia inducible lipid droplet associated","HGNC:28859","7q32.1"
"ACVR1","Approved symbol","ACVR1","activin A receptor type 1","HGNC:171","2q24.1"
"PIK3C2G","Approved symbol","PIK3C2G","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma","HGNC:8973","12p12.3"
"GGPS1","Approved symbol","GGPS1","geranylgeranyl diphosphate synthase 1","HGNC:4249","1q42.3"
"WDR10","Previous symbol","IFT122","intraflagellar transport 122","HGNC:13556","3q21.3-q22.1"
"ATP8A2","Approved symbol","ATP8A2","ATPase phospholipid transporting 8A2","HGNC:13533","13q12.13"
"ACAD8","Approved symbol","ACAD8","acyl-CoA dehydrogenase family member 8","HGNC:87","11q25"
"RRM2","Approved symbol","RRM2","ribonucleotide reductase regulatory subunit M2","HGNC:10452","2p25.1"
"IDI1","Approved symbol","IDI1","isopentenyl-diphosphate delta isomerase 1","HGNC:5387","10p15.3"
"CSTA","Approved symbol","CSTA","cystatin A","HGNC:2481","3q21.1"
"SLC9A1","Approved symbol","SLC9A1","solute carrier family 9 member A1","HGNC:11071","1p36.11"
"KIAA1068","Alias symbol","NUDCD3","NudC domain containing 3","HGNC:22208","7p13"
"PDCD8","Previous symbol","AIFM1","apoptosis inducing factor mitochondria associated 1","HGNC:8768","Xq26.1"
"ALDH6A1","Approved symbol","ALDH6A1","aldehyde dehydrogenase 6 family member A1","HGNC:7179","14q24.3"
"NUDT9","Approved symbol","NUDT9","nudix hydrolase 9","HGNC:8056","4q22.1"
"LOC51760","Unmatched","","","",""
"FLJ13236","Alias symbol","DNAJC22","DnaJ heat shock protein family (Hsp40) member C22","HGNC:25802","12q13.12"
"PKNOX2","Approved symbol","PKNOX2","PBX/knotted 1 homeobox 2","HGNC:16714","11q24.2"
"PXN","Approved symbol","PXN","paxillin","HGNC:9718","12q24.23"
"PXN","Alias symbol","PXDN","peroxidasin","HGNC:14966","2p25.3"
"VEGFC","Approved symbol","VEGFC","vascular endothelial growth factor C","HGNC:12682","4q34.3"
"DDC","Approved symbol","DDC","dopa decarboxylase","HGNC:2719","7p12.2-p12.1"
"ZFYVE21","Approved symbol","ZFYVE21","zinc finger FYVE-type containing 21","HGNC:20760","14q32.33"
"SRD5A2L","Alias symbol","SRD5A3","steroid 5 alpha-reductase 3","HGNC:25812","4q12"
"SCP2","Approved symbol","SCP2","sterol carrier protein 2","HGNC:10606","1p32.3"
"SCP2","Alias symbol","SYCP2","synaptonemal complex protein 2","HGNC:11490","20q13.33"
"SCP2","Alias symbol","CTDSP2","CTD small phosphatase 2","HGNC:17077","12q14.1"
"CRK7","Alias symbol","CDK12","cyclin dependent kinase 12","HGNC:24224","17q12"
"LTF","Approved symbol","LTF","lactotransferrin","HGNC:6720","3p21.31"
"GNA14","Approved symbol","GNA14","G protein subunit alpha 14","HGNC:4382","9q21.2"
"PRLR","Approved symbol","PRLR","prolactin receptor","HGNC:9446","5p13.2"
"KIAA0182","Previous symbol","GSE1","Gse1 coiled-coil protein","HGNC:28979","16q24.1"
"BCL2L13","Approved symbol","BCL2L13","BCL2 like 13","HGNC:17164","22q11.21"
"NET-5","Alias symbol","TSPAN9","tetraspanin 9","HGNC:21640","12p13.33-p13.32"
"BFSP1","Approved symbol","BFSP1","beaded filament structural protein 1","HGNC:1040","20p12.1"
"FLJ10116","Alias symbol","MREG","melanoregulin","HGNC:25478","2q35"
"TOM1L1","Approved symbol","TOM1L1","target of myb1 like 1 membrane trafficking protein","HGNC:11983","17q22"
"KIBRA","Alias symbol","WWC1","WW and C2 domain containing 1","HGNC:29435","5q34"
"GTF2E1","Approved symbol","GTF2E1","general transcription factor IIE subunit 1","HGNC:4650","3q13.33"
"MIR16","Alias symbol","GDE1","glycerophosphodiester phosphodiesterase 1","HGNC:29644","16p12.3"
"PPA2","Approved symbol","PPA2","inorganic pyrophosphatase 2","HGNC:28883","4q24"
"MYCBP2","Approved symbol","MYCBP2","MYC binding protein 2","HGNC:23386","13q22.3"
"SH3BGRL","Approved symbol","SH3BGRL","SH3 domain binding glutamate rich protein like","HGNC:10823","Xq21.1"
"ARHGAP8","Approved symbol","ARHGAP8","Rho GTPase activating protein 8","HGNC:677","22q13.31"
"C4A","Approved symbol","C4A","complement C4A (Rodgers blood group)","HGNC:1323","6p21.33"
"RAB17","Approved symbol","RAB17","RAB17, member RAS oncogene family","HGNC:16523","2q37.3"
"SEPHS2","Approved symbol","SEPHS2","selenophosphate synthetase 2","HGNC:19686","16p11.2"
"OGN","Approved symbol","OGN","osteoglycin","HGNC:8126","9q22.31"
"HNRPAB","Previous symbol","HNRNPAB","heterogeneous nuclear ribonucleoprotein A/B","HGNC:5034","5q35.3"
"FLJ11036","Alias symbol","TMEM40","transmembrane protein 40","HGNC:25620","3p25.2"
"FLJ10579","Alias symbol","RMDN3","regulator of microtubule dynamics 3","HGNC:25550","15q15.1"
"ANAPC13","Approved symbol","ANAPC13","anaphase promoting complex subunit 13","HGNC:24540","3q22.2"
"FMO5","Approved symbol","FMO5","flavin containing dimethylaniline monoxygenase 5","HGNC:3773","1q21.1"
"MRPL22","Approved symbol","MRPL22","mitochondrial ribosomal protein L22","HGNC:14480","5q33.2"
"VAV3","Approved symbol","VAV3","vav guanine nucleotide exchange factor 3","HGNC:12659","1p13.3"
"ELOVL5","Approved symbol","ELOVL5","ELOVL fatty acid elongase 5","HGNC:21308","6p12.1"
"ETFDH","Approved symbol","ETFDH","electron transfer flavoprotein dehydrogenase","HGNC:3483","4q32.1"
"ANKMY2","Approved symbol","ANKMY2","ankyrin repeat and MYND domain containing 2","HGNC:25370","7p21.1"
"MGST2","Approved symbol","MGST2","microsomal glutathione S-transferase 2","HGNC:7063","4q31.1"
"KIAA1194","Alias symbol","CNOT6","CCR4-NOT transcription complex subunit 6","HGNC:14099","5q35.3"
"NIT2","Approved symbol","NIT2","nitrilase family member 2","HGNC:29878","3q12.2"
"PGEA1","Previous symbol","CBY1","chibby family member 1, beta catenin antagonist","HGNC:1307","22q13.1"
"FLJ10496","Alias symbol","DALRD3","DALR anticodon binding domain containing 3","HGNC:25536","3p21.31"
"PPT1","Approved symbol","PPT1","palmitoyl-protein thioesterase 1","HGNC:9325","1p34.2"
"DOLPP1","Approved symbol","DOLPP1","dolichyldiphosphatase 1","HGNC:29565","9q34.11"
"NMNAT2","Approved symbol","NMNAT2","nicotinamide nucleotide adenylyltransferase 2","HGNC:16789","1q25.3"
"SPINK5","Approved symbol","SPINK5","serine peptidase inhibitor Kazal type 5","HGNC:15464","5q32"
"PPM2C","Previous symbol","PDP1","pyruvate dehydrogenase phosphatase catalytic subunit 1","HGNC:9279","8q22.1"
"ANXA4","Approved symbol","ANXA4","annexin A4","HGNC:542","2p13.3"
"BLCAP","Approved symbol","BLCAP","BLCAP apoptosis inducing factor","HGNC:1055","20q11.23"
"CPE","Approved symbol","CPE","carboxypeptidase E","HGNC:2303","4q32.3"
"CDS1","Approved symbol","CDS1","CDP-diacylglycerol synthase 1","HGNC:1800","4q21.23"
"CDS1","Alias symbol","CHEK2","checkpoint kinase 2","HGNC:16627","22q12.1"
"CAPN9","Approved symbol","CAPN9","calpain 9","HGNC:1486","1q42.2"
"DESC1","Alias symbol","TMPRSS11E","transmembrane serine protease 11E","HGNC:24465","4q13.2"
"DNAJC10","Approved symbol","DNAJC10","DnaJ heat shock protein family (Hsp40) member C10","HGNC:24637","2q32.1"
"MGC11242","Alias symbol","PRR15L","proline rich 15 like","HGNC:28149","17q21.32"
"FLJ11273","Alias symbol","TMEM106B","transmembrane protein 106B","HGNC:22407","7p21.3"
"THRAP4","Previous symbol","MED24","mediator complex subunit 24","HGNC:22963","17q21.1"
"NDUFA6","Approved symbol","NDUFA6","NADH:ubiquinone oxidoreductase subunit A6","HGNC:7690","22q13.2"
"""NAGK""","Unmatched","","","",""
"S100A11","Approved symbol","S100A11","S100 calcium binding protein A11","HGNC:10488","1q21.3"
"NQO3A2","Previous symbol","CYB5R1","cytochrome b5 reductase 1","HGNC:13397","1q32.1"
"OBFC1","Previous symbol","STN1","STN1 subunit of CST complex","HGNC:26200","10q24.33"
"ZMPSTE24","Approved symbol","ZMPSTE24","zinc metallopeptidase STE24","HGNC:12877","1p34.2"
"EIF2AK3","Approved symbol","EIF2AK3","eukaryotic translation initiation factor 2 alpha kinase 3","HGNC:3255","2p11.2"
"FLJ10379","Alias symbol","SRBD1","S1 RNA binding domain 1","HGNC:25521","2p21"
"MEIS1","Approved symbol","MEIS1","Meis homeobox 1","HGNC:7000","2p14"
"FLJ23033","Alias symbol","TTLL7","tubulin tyrosine ligase like 7","HGNC:26242","1p31.1"
"PRKCBP1","Previous symbol","ZMYND8","zinc finger MYND-type containing 8","HGNC:9397","20q13.12"
"KCNMA1","Approved symbol","KCNMA1","potassium calcium-activated channel subfamily M alpha 1","HGNC:6284","10q22.3"
"EAP30","Alias symbol","SNF8","SNF8 subunit of ESCRT-II","HGNC:17028","17q21.32"
"MST1R","Approved symbol","MST1R","macrophage stimulating 1 receptor","HGNC:7381","3p21.31"
"DST","Approved symbol","DST","dystonin","HGNC:1090","6p12.1"
"PRO1855","Alias symbol","LRRC59","leucine rich repeat containing 59","HGNC:28817","17q21.33"
"ABHD3","Approved symbol","ABHD3","abhydrolase domain containing 3, phospholipase","HGNC:18718","18q11.2"
"HIBCH","Approved symbol","HIBCH","3-hydroxyisobutyryl-CoA hydrolase","HGNC:4908","2q32.2"
"PDE4B","Approved symbol","PDE4B","phosphodiesterase 4B","HGNC:8781","1p31.3"
"MAN2B2","Approved symbol","MAN2B2","mannosidase alpha class 2B member 2","HGNC:29623","4p16.1"
"LIN7A","Approved symbol","LIN7A","lin-7 homolog A, crumbs cell polarity complex component","HGNC:17787","12q21.31"
"SLC14A1","Approved symbol","SLC14A1","solute carrier family 14 member 1 (Kidd blood group)","HGNC:10918","18q12.3"
"CGI-51","Alias symbol","SAMM50","SAMM50 sorting and assembly machinery component","HGNC:24276","22q13.31"
"ARCN1","Approved symbol","ARCN1","archain 1","HGNC:649","11q23.3"
"SOX11","Approved symbol","SOX11","SRY-box transcription factor 11","HGNC:11191","2p25.2"
"ENPP1","Approved symbol","ENPP1","ectonucleotide pyrophosphatase/phosphodiesterase 1","HGNC:3356","6q23.2"
"TOB1","Approved symbol","TOB1","transducer of ERBB2, 1","HGNC:11979","17q21.33"
"USP3","Approved symbol","USP3","ubiquitin specific peptidase 3","HGNC:12626","15q22.31"
"UFD1L","Previous symbol","UFD1","ubiquitin recognition factor in ER associated degradation 1","HGNC:12520","22q11.21"
"PANX1","Approved symbol","PANX1","pannexin 1","HGNC:8599","11q21"
"LRBA","Approved symbol","LRBA","LPS responsive beige-like anchor protein","HGNC:1742","4q31.3"
"LGALS4","Approved symbol","LGALS4","galectin 4","HGNC:6565","19q13.2"
"BTAF1","Approved symbol","BTAF1","B-TFIID TATA-box binding protein associated factor 1","HGNC:17307","10q23.32"
"CAP1","Approved symbol","CAP1","cyclase associated actin cytoskeleton regulatory protein 1","HGNC:20040","1p34.2"
"CAP1","Alias symbol","PRSS8","serine protease 8","HGNC:9491","16p11.2"
"ZFYVE16","Approved symbol","ZFYVE16","zinc finger FYVE-type containing 16","HGNC:20756","5q14.1"
"PRSS8","Approved symbol","PRSS8","serine protease 8","HGNC:9491","16p11.2"
"ARMCX5","Approved symbol","ARMCX5","armadillo repeat containing X-linked 5","HGNC:25772","Xq22.1"
"KRT2A","Previous symbol","KRT2","keratin 2","HGNC:6439","12q13.13"
"KCNK4","Approved symbol","KCNK4","potassium two pore domain channel subfamily K member 4","HGNC:6279","11q13.1"
"POLR3B","Approved symbol","POLR3B","RNA polymerase III subunit B","HGNC:30348","12q23.3"
"DMBT1","Approved symbol","DMBT1","deleted in malignant brain tumors 1","HGNC:2926","10q26.13"
"RAC1","Approved symbol","RAC1","Rac family small GTPase 1","HGNC:9801","7p22.1"
"RAC1","Alias symbol","RNASE1","ribonuclease A family member 1, pancreatic","HGNC:10044","14q11.2"
"SLC25A5","Approved symbol","SLC25A5","solute carrier family 25 member 5","HGNC:10991","Xq24"
"GALNT3","Approved symbol","GALNT3","polypeptide N-acetylgalactosaminyltransferase 3","HGNC:4125","2q24.3"
"MCP","Previous symbol","CD46","CD46 molecule","HGNC:6953","1q32.2"
"MCP","Alias symbol","CAPG","capping actin protein, gelsolin like","HGNC:1474","2p11.2"
"COL4A3BP","Previous symbol","CERT1","ceramide transporter 1","HGNC:2205","5q13.3"
"RNF110","Previous symbol","PCGF2","polycomb group ring finger 2","HGNC:12929","17q12"
"TBC1D8","Approved symbol","TBC1D8","TBC1 domain family member 8","HGNC:17791","2q11.2"
"SLC26A3","Approved symbol","SLC26A3","solute carrier family 26 member 3","HGNC:3018","7q22.3-q31.1"
"COQ4","Approved symbol","COQ4","coenzyme Q4","HGNC:19693","9q34.11"
"IDE","Approved symbol","IDE","insulin degrading enzyme","HGNC:5381","10q23.33"
"MTHFD2","Approved symbol","MTHFD2","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase","HGNC:7434","2p13.1"
"CYBRD1","Approved symbol","CYBRD1","cytochrome b reductase 1","HGNC:20797","2q31.1"
"ACOX1","Approved symbol","ACOX1","acyl-CoA oxidase 1","HGNC:119","17q25.1"
"OPN3","Approved symbol","OPN3","opsin 3","HGNC:14007","1q43"
"TM4SF13","Previous symbol","TSPAN13","tetraspanin 13","HGNC:21643","7p21.1"
"RAP2C","Approved symbol","RAP2C","RAP2C, member of RAS oncogene family","HGNC:21165","Xq26.2"
"MPP3","Approved symbol","MPP3","MAGUK p55 scaffold protein 3","HGNC:7221","17q21.31"
"TMPRSS2","Approved symbol","TMPRSS2","transmembrane serine protease 2","HGNC:11876","21q22.3"
"INPP4B","Approved symbol","INPP4B","inositol polyphosphate-4-phosphatase type II B","HGNC:6075","4q31.21"
"TMSB4Y","Approved symbol","TMSB4Y","thymosin beta 4 Y-linked","HGNC:11882","Yq11.221"
"BCAP29","Approved symbol","BCAP29","B cell receptor associated protein 29","HGNC:24131","7q22.3"
"DKFZP564G2022","Alias symbol","TMEM87A","transmembrane protein 87A","HGNC:24522","15q15.1"
"HOP","Alias symbol","STIP1","stress induced phosphoprotein 1","HGNC:11387","11q13.1"
"HOP","Alias symbol","HOPX","HOP homeobox","HGNC:24961","4q12"
"F3","Approved symbol","F3","coagulation factor III, tissue factor","HGNC:3541","1p21.3"
"F3","Alias symbol","CNTN1","contactin 1","HGNC:2171","12q12"
"CPA3","Approved symbol","CPA3","carboxypeptidase A3","HGNC:2298","3q24"
